x,y
0,51.465283685666165
1,51.097877693179505
2,50.62737934437663
3,52.34440234968598
4,52.85369079980703
5,52.29227403829792
6,51.31324639926444
7,52.273174268812404
8,51.48781566686922
9,50.51870846160039
10,51.47843413405033
11,51.51067362594134
12,52.78171902390971
13,50.473623913242974
14,50.806127409233234
15,52.665509363819005
16,51.228258121515836
17,50.47063408407439
18,50.019963953350754
19,50.35912647052397
20,52.53867156243272
21,50.40046200791223
22,52.844791094359195
23,52.08885131307944
24,51.11839084810027
25,51.52927131984047
26,50.154768940809916
27,51.2285199155828
28,52.58981979630136
29,51.710938442487716
30,52.66650297453248
31,51.776721403691226
32,52.09482647738024
33,51.477930215357986
34,50.6494531244501
35,52.31787656246111
36,52.69486476033457
37,51.54473860403332
38,52.41842533201032
39,52.65220364329831
40,50.07269391972773
41,51.502480991873526
42,51.12862948173814
43,50.94216772082074
44,50.93223270169896
45,50.77640752896399
46,50.6959277286285
47,51.35870853359546
48,51.10459759360692
49,50.66506017462797
50,52.391441787847484
51,50.42566508292794
52,51.32487126105235
53,52.53717171143948
54,51.31191385379898
55,50.141757843789705
56,50.167449353314105
57,50.18486114785453
58,51.321542634734364
59,51.7499184067179
60,51.552734247632266
61,50.86130134413075
62,50.54063336526581
63,50.50863388307505
64,50.64601835256783
65,51.924509099870015
66,51.275085594006654
67,51.800757556563504
68,52.669455381891055
69,50.73740930306092
70,50.93571298331646
71,50.658769615687326
72,50.23931545087538
73,52.62749317895913
74,50.72190922202499
75,51.67154896659176
76,51.48864677627011
77,52.20841277161643
78,50.294596263461976
79,51.844055127017995
80,50.11409421056228
81,52.641246787770704
82,51.308538738315335
83,50.19449222907661
84,51.17393860078866
85,52.00445413052536
86,51.55285884838473
87,52.22259744048553
88,50.35599131011004
89,50.238585070915704
90,50.46794809644213
91,50.962523228354655
92,52.75005069108402
93,51.31343358846299
94,50.12703881462109
95,50.64835573746143
96,50.03389231479181
97,52.21730150614438
98,50.828572352975115
99,52.62322291243363
100,51.885625193180054
101,50.431836643756824
102,50.053348246482784
103,51.377519541403004
104,51.4088835023752
105,50.29409284741124
106,52.644992887667456
107,50.14545285970463
108,50.52194306021742
109,52.86280569788413
110,50.940449736474214
111,50.02245925070072
112,50.19731137353013
113,52.48200561623533
114,52.127866029000046
115,52.81102587317852
116,50.06715943748019
117,52.270093429833324
118,52.569827880745066
119,50.024279192417
120,52.1926835734082
121,50.61572741979796
122,51.825062421182594
123,50.26769056623317
124,50.39645655156264
125,52.26392004205462
126,51.7774413110639
127,52.417753724866834
128,50.37690281755024
129,50.26624152520615
130,50.50445196299328
131,51.81606408450765
132,52.77071164313969
133,52.04234895094967
134,50.81158886960855
135,51.063092892260826
136,51.63794287568711
137,52.13888340748081
138,51.256942052978864
139,50.79388917221837
140,51.69532221048302
141,52.63830686887818
142,50.270190731042156
143,51.62043917289185
144,50.484466180829735
145,51.833296469753286
146,50.22466108830574
147,50.71883342268428
148,50.85640876266413
149,52.58000119702331
150,50.81028142477954
151,50.04508556588615
152,50.049140050855236
153,50.767755731929974
154,52.80090582235754
155,52.44649041240275
156,52.760942819632405
157,50.66128339018864
158,51.89630820987347
159,50.44423949754344
160,50.186499286934506
161,50.40145916903022
162,50.59043303359139
163,52.52678283826648
164,51.715313563648465
165,51.87656025716182
166,52.53547096903395
167,51.37534075274761
168,52.380656316355726
169,50.446695227437594
170,50.77407730608344
171,52.630996417249676
172,51.31828495131254
173,51.1632798606076
174,51.50612534083853
175,50.15579425708074
176,50.066018042392145
177,51.48953421673406
178,52.44842736290568
179,50.431941845221615
180,50.74521397879701
181,52.318321685111314
182,50.89984404578849
183,50.75785607067231
184,52.10548161465455
185,52.481816688750776
186,52.694585429446875
187,51.116055122964376
188,52.75568065278871
189,51.44452232536779
190,51.638951637012404
191,52.50112483685852
192,51.6768202460916
193,51.844338533834325
194,51.026812016190355
195,50.21229621648104
196,51.99878243459197
197,50.67455569080541
198,52.8204493502789
199,52.743500423958146
200,52.64053890339816
201,52.472432269674265
202,50.216660322940996
203,52.14039505271279
204,50.400687862568205
205,50.951853874243035
206,50.88739353630404
207,50.57696685209263
208,50.39442199403199
209,52.08861910627913
210,50.81887030251817
211,50.917921867491486
212,50.38572461198087
213,52.66682388945439
214,50.4461079954284
215,50.96245819987828
216,52.370886177133485
217,50.39373936264279
218,50.81825302540513
219,50.731025663147534
220,52.7526068400095
221,52.82458403960304
222,51.66233849984509
223,50.42140824072142
224,51.90006937054247
225,51.09864570241785
226,51.72217908952596
227,50.288406390354005
228,50.55998013272771
229,50.18691586675341
230,51.00855665485602
231,52.53995047186665
232,51.30797850690457
233,50.706555356492345
234,50.71814383023862
235,51.95501834026702
236,50.300040879741836
237,51.65026799371783
238,51.65388645201769
239,52.13814700082871
240,51.85885137634165
241,50.65904804650495
242,51.588488879618524
243,51.719569554666485
244,51.172718288122496
245,52.698071551188896
246,50.14264181361138
247,50.131737099420285
248,52.05264854253682
249,52.18192457883438
250,51.314874899682266
251,50.78988486736601
252,50.41576321474725
253,51.433041672591
254,51.300403013918036
255,50.869617709614346
256,51.85411344624654
257,52.29456300382821
258,51.235441620114834
259,51.029188346848024
260,50.45641162908332
261,52.62047859486255
262,52.822014397460265
263,50.674498428861796
264,50.194988331653924
265,51.289038160690026
266,51.771092150118214
267,52.48745000341468
268,52.531826858644536
269,51.67264150482624
270,50.070759800901705
271,50.79879051039821
272,50.37101741479964
273,51.46198993267931
274,52.511798959462375
275,51.775070386626425
276,52.714450802481274
277,52.03242631289329
278,51.46719045672146
279,51.37390371501012
280,52.36658756616068
281,51.139562867954986
282,50.445665687113696
283,50.01766354684712
284,51.952997252996255
285,51.48133125048746
286,51.282132295220336
287,52.507302205884066
288,50.578005702996634
289,50.75782168388797
290,51.67050191028441
291,52.091896918562625
292,52.74192407283035
293,50.23914887778695
294,51.63353125736947
295,51.42950313166079
296,51.356882597443565
297,50.61398035111023
298,50.93700826166438
299,51.62976851620189
300,52.11139690155595
301,50.968976274778115
302,51.73976011195708
303,50.449665094561624
304,51.63033182191373
305,52.75715428052424
306,50.453692284563296
307,50.34401387084636
308,51.533207927279406
309,52.85539614862501
310,51.00991526752341
311,52.739608492022505
312,50.08185179804802
313,52.73873358884175
314,51.45648327355067
315,50.78344264834421
316,51.46197943604843
317,52.85968892929866
318,51.00441112405979
319,52.16576462996147
320,50.78030902586315
321,52.64311275048324
322,51.034012314502384
323,51.1932306917879
324,51.58814305150927
325,51.88577953646468
326,50.75457141424354
327,51.37878620831048
328,51.87474124559849
329,51.894509919460376
330,50.51024057044481
331,50.37217720883624
332,50.10431064763545
333,50.477357547524356
334,52.78941744369163
335,52.32957576226189
336,51.851930683838
337,52.41978254388817
338,51.41189368183402
339,52.610075336938046
340,50.04778835337731
341,52.1205158589743
342,52.02668254488545
343,50.707753590660346
344,52.580259675056965
345,50.29631481880187
346,51.307237053661964
347,50.5258050288881
348,50.37830925544125
349,52.18333874438031
350,51.94576199152419
351,50.135042266610206
352,52.141752512531625
353,52.06762274758836
354,51.531499668224875
355,52.473039372653076
356,50.56141894603165
357,52.242497957523796
358,51.3627280405621
359,52.36245310954546
360,52.53593713559019
361,51.110523795417144
362,52.095351549859984
363,51.657217004609194
364,52.25087578235332
365,51.15764193449227
366,51.72972510555879
367,50.90809346201143
368,51.298173084705276
369,52.65865348196211
370,52.34260950046559
371,50.389178669675324
372,52.11122236416021
373,50.09446286380168
374,51.03694388601514
375,52.43956356497456
376,51.26665810776211
377,51.710187896606904
378,50.22438550270764
379,52.61437222608096
380,51.29900931908373
381,51.33309584164705
382,50.54372766570912
383,51.44083041074853
384,51.41207305321316
385,51.58633686318566
386,50.05147434280914
387,51.447057249053024
388,52.47600061881388
389,52.87321204612509
390,52.535302020382304
391,52.26212084739402
392,50.423740502737225
393,52.576745666393236
394,51.041567944628255
395,51.811476678302036
396,52.322343227751
397,52.5573626310331
398,51.173921730136954
399,51.77091283318642
400,51.557137275945976
401,52.76287512552284
402,52.44696359759505
403,52.623470132987734
404,52.298348777830526
405,52.72888483272926
406,50.50712339503668
407,52.406672780040424
408,52.69102561107221
409,52.49272843023435
410,50.20396692697755
411,50.19910617951415
412,50.476046834496074
413,52.13981175417122
414,50.37164571559219
415,51.674608955358444
416,51.062541120900796
417,52.59877270915079
418,50.496792699992184
419,51.047370037653366
420,52.61347841958214
421,50.98679068809432
422,52.50386593233149
423,50.232933869360465
424,50.30694473879764
425,51.8876710027628
426,52.62646242994906
427,51.46101753529243
428,52.1993652304222
429,50.14790630398251
430,50.40362241845308
431,50.540118408268356
432,50.50917579779404
433,51.73542779462084
434,51.39674151218194
435,52.38445734683379
